lng,lat,region,pass_no,wave,hand_labelled,region_finished
22.69787,40.81419,Greece,4,3,0,2026-08-30T14:55
19.69857,40.96421,Greece,4,3,0,2026-08-30T14:55
23.31501,38.28094,Greece,4,3,0,2026-08-30T14:55
22.70353,41.00320,Greece,4,3,0,2026-08-30T14:55
23.30153,40.47750,Greece,4,3,0,2026-08-30T14:55
21.16687,38.69138,Greece,4,3,0,2026-08-30T14:55
21.15797,38.66443,Greece,4,3,0,2026-08-30T14:55
21.15483,38.64153,Greece,4,3,0,2026-08-30T14:55
20.45432,39.33377,Greece,4,3,0,2026-08-30T14:55
22.88310,40.93807,Greece,4,3,0,2026-08-30T14:55
23.87017,41.02727,Greece,4,3,0,2026-08-30T14:55
21.35012,37.92656,Greece,4,3,0,2026-08-30T14:55
26.19492,40.96529,Greece,4,3,0,2026-08-30T14:55
21.07955,38.85685,Greece,4,3,0,2026-08-30T14:55
22.04255,39.83413,Greece,4,3,0,2026-08-30T14:55
22.43188,39.12994,Greece,4,3,0,2026-08-30T14:55
21.21098,38.86584,Greece,4,3,0,2026-08-30T14:55
23.34429,40.47741,Greece,4,3,0,2026-08-30T14:55
22.45065,40.29389,Greece,4,3,0,2026-08-30T14:55
20.72005,39.12437,Greece,4,3,0,2026-08-30T14:55
19.41048,40.71897,Greece,4,3,0,2026-08-30T14:55
22.68367,39.20998,Greece,4,3,0,2026-08-30T14:55
22.54479,39.52394,Greece,4,3,0,2026-08-30T14:55
22.80540,40.73936,Greece,4,3,0,2026-08-30T14:55
23.40251,38.33538,Greece,4,3,0,2026-08-30T14:55
23.10292,40.42810,Greece,4,3,0,2026-08-30T14:55
23.98102,40.81051,Greece,4,3,0,2026-08-30T14:55
22.79866,41.10381,Greece,4,3,0,2026-08-30T14:55
22.78042,40.76694,Greece,4,3,0,2026-08-30T14:55
22.78500,41.06779,Greece,4,3,0,2026-08-30T14:55
22.04874,39.81625,Greece,4,3,0,2026-08-30T14:55
22.78159,38.54226,Greece,4,3,0,2026-08-30T14:55
22.96952,40.80045,Greece,4,3,0,2026-08-30T14:55
20.38345,39.54137,Greece,4,3,0,2026-08-30T14:55
22.28222,39.03849,Greece,4,3,0,2026-08-30T14:55
22.26704,39.43977,Greece,4,3,0,2026-08-30T14:55
22.12115,40.36890,Greece,4,3,0,2026-08-30T14:55
23.30953,40.48226,Greece,4,3,0,2026-08-30T14:55
21.57740,39.90716,Greece,4,3,0,2026-08-30T14:55
24.06142,41.18187,Greece,4,3,0,2026-08-30T14:55
21.16103,38.69668,Greece,4,3,0,2026-08-30T14:55
23.43143,38.26334,Greece,4,3,0,2026-08-30T14:55
22.34438,39.66866,Greece,4,3,0,2026-08-30T14:55
22.39648,39.65321,Greece,4,3,0,2026-08-30T14:55
22.34007,39.07128,Greece,4,3,0,2026-08-30T14:55
19.75768,40.60479,Greece,4,3,0,2026-08-30T14:55
22.86091,39.30511,Greece,4,3,0,2026-08-30T14:55
22.49000,36.95476,Greece,4,3,0,2026-08-30T14:55
21.65897,40.40627,Greece,4,3,0,2026-08-30T14:55
22.52548,39.78724,Greece,4,3,0,2026-08-30T14:55
22.44526,39.58422,Greece,4,3,0,2026-08-30T14:55
20.91534,39.22327,Greece,4,3,0,2026-08-30T14:55
22.89056,40.96655,Greece,4,3,0,2026-08-30T14:55
21.22885,38.67836,Greece,4,3,0,2026-08-30T14:55
22.27764,37.38829,Greece,4,3,0,2026-08-30T14:55
23.83981,41.39801,Greece,4,3,0,2026-08-30T14:55
24.91078,41.06168,Greece,4,3,0,2026-08-30T14:55
21.81419,41.76003,Greece,4,3,0,2026-08-30T14:55
21.31922,37.95449,Greece,4,3,0,2026-08-30T14:55
23.33738,40.46942,Greece,4,3,0,2026-08-30T14:55
22.39657,39.04685,Greece,4,3,0,2026-08-30T14:55
20.45765,39.34419,Greece,4,3,0,2026-08-30T14:55
22.82408,38.73774,Greece,4,3,0,2026-08-30T14:55
21.72805,36.90841,Greece,4,3,0,2026-08-30T14:55
22.67972,40.81500,Greece,4,3,0,2026-08-30T14:55
23.05791,40.85641,Greece,4,3,0,2026-08-30T14:55
23.35948,40.10830,Greece,4,3,0,2026-08-30T14:55
22.50419,39.49744,Greece,4,3,0,2026-08-30T14:55
21.89334,37.61296,Greece,4,3,0,2026-08-30T14:55
22.30333,39.62967,Greece,4,3,0,2026-08-30T14:55
22.67469,39.18204,Greece,4,3,0,2026-08-30T14:55
22.40798,39.34868,Greece,4,3,0,2026-08-30T14:55
22.63076,36.87741,Greece,4,3,0,2026-08-30T14:55
21.71304,41.69436,Greece,4,3,0,2026-08-30T14:55
22.18870,39.49367,Greece,4,3,0,2026-08-30T14:55
22.52827,40.77260,Greece,4,3,0,2026-08-30T14:55
21.80719,41.75985,Greece,4,3,0,2026-08-30T14:55
21.27188,40.31096,Greece,4,3,0,2026-08-30T14:55
23.80603,40.48676,Greece,4,3,0,2026-08-30T14:55
22.44077,39.15743,Greece,4,3,0,2026-08-30T14:55
22.84052,41.42424,Greece,4,3,0,2026-08-30T14:55
23.70488,40.53374,Greece,4,3,0,2026-08-30T14:55
22.45056,39.16560,Greece,4,3,0,2026-08-30T14:55
22.47994,39.16686,Greece,4,3,0,2026-08-30T14:55
25.25016,41.04919,Greece,4,3,0,2026-08-30T14:55
22.20038,39.51514,Greece,5,3,0,2026-08-30T14:55
22.05027,39.82236,Greece,5,3,0,2026-08-30T14:55
22.77818,41.06545,Greece,5,3,0,2026-08-30T14:55
22.78851,41.09491,Greece,5,3,0,2026-08-30T14:55
21.20918,38.87024,Greece,5,3,0,2026-08-30T14:55
23.46242,40.01981,Greece,5,3,0,2026-08-30T14:55
23.32543,40.47418,Greece,5,3,0,2026-08-30T14:55
24.59394,40.98137,Greece,5,3,0,2026-08-30T14:55
23.41930,38.34382,Greece,5,3,0,2026-08-30T14:55
22.90628,41.00508,Greece,5,3,0,2026-08-30T14:55
23.36810,40.47732,Greece,5,3,0,2026-08-30T14:55
22.31483,39.02645,Greece,5,3,0,2026-08-30T14:55
22.87582,40.97948,Greece,5,3,0,2026-08-30T14:55
22.42137,39.78948,Greece,5,3,0,2026-08-30T14:55
22.76937,39.33970,Greece,5,3,0,2026-08-30T14:55
20.54775,39.39360,Greece,5,3,0,2026-08-30T14:55
22.80351,41.06868,Greece,5,3,0,2026-08-30T14:55
22.61154,40.37635,Greece,5,3,0,2026-08-30T14:55
22.30423,39.02690,Greece,5,3,0,2026-08-30T14:55
22.62474,36.87759,Greece,5,3,0,2026-08-30T14:55
22.78976,40.75508,Greece,5,3,0,2026-08-30T14:55
23.00329,40.83997,Greece,5,3,0,2026-08-30T14:55
23.41427,40.06850,Greece,5,3,0,2026-08-30T14:55
21.90960,40.29730,Greece,5,3,0,2026-08-30T14:55
24.91311,40.98370,Greece,5,3,0,2026-08-30T14:55
22.32111,39.02026,Greece,5,3,0,2026-08-30T14:55
22.32812,39.62581,Greece,5,3,0,2026-08-30T14:55
21.70128,40.38578,Greece,5,3,0,2026-08-30T14:55
21.91373,40.30206,Greece,5,3,0,2026-08-30T14:55
21.95613,40.32533,Greece,5,3,0,2026-08-30T14:55
25.03627,41.08126,Greece,5,3,0,2026-08-30T14:55
22.45856,40.29685,Greece,5,3,0,2026-08-30T14:55
22.81689,37.74734,Greece,5,3,0,2026-08-30T14:55
23.83963,41.23164,Greece,5,3,0,2026-08-30T14:55
21.66867,40.40151,Greece,5,3,0,2026-08-30T14:55
22.29641,39.02115,Greece,5,3,0,2026-08-30T14:55
23.05333,40.82865,Greece,5,3,0,2026-08-30T14:55
21.16148,38.67746,Greece,5,3,0,2026-08-30T14:55
23.46359,38.38712,Greece,5,3,0,2026-08-30T14:55
22.81088,40.80449,Greece,5,3,0,2026-08-30T14:55
25.61317,41.01775,Greece,5,3,0,2026-08-30T14:55
22.67451,40.77260,Greece,5,3,0,2026-08-30T14:55
26.27065,41.01416,Greece,5,3,0,2026-08-30T14:55
22.31132,39.02151,Greece,5,3,0,2026-08-30T14:55
24.92749,40.98936,Greece,5,3,0,2026-08-30T14:55
23.01803,40.83719,Greece,5,3,0,2026-08-30T14:55
22.73955,38.78490,Greece,5,3,0,2026-08-30T14:55
22.48137,38.81248,Greece,5,3,0,2026-08-30T14:55
22.98290,37.89898,Greece,5,3,0,2026-08-30T14:55
22.80234,40.79569,Greece,5,3,0,2026-08-30T14:55
23.45317,38.39808,Greece,5,3,0,2026-08-30T14:55
22.36684,40.86117,Greece,5,3,0,2026-08-30T14:55
21.91633,40.33009,Greece,5,3,0,2026-08-30T14:55
23.04021,40.36728,Greece,5,3,0,2026-08-30T14:55
23.40888,39.99160,Greece,5,3,0,2026-08-30T14:55
20.72292,39.12994,Greece,5,3,0,2026-08-30T14:55
20.55979,39.35515,Greece,5,3,0,2026-08-30T14:55
23.49072,38.81131,Greece,5,3,0,2026-08-30T14:55
20.85911,39.12599,Greece,5,3,0,2026-08-30T14:55
22.67343,41.44346,Greece,5,3,0,2026-08-30T14:55
26.24082,40.98945,Greece,5,3,0,2026-08-30T14:55
22.29641,39.55017,Greece,5,3,0,2026-08-30T14:55
21.62097,40.50059,Greece,5,3,0,2026-08-30T14:55
19.39764,40.75751,Greece,5,3,0,2026-08-30T14:55
21.63264,40.60030,Greece,5,3,0,2026-08-30T14:55
22.37232,41.90843,Greece,5,3,0,2026-08-30T14:55
21.79192,40.37114,Greece,5,3,0,2026-08-30T14:55
22.38274,39.71735,Greece,5,3,0,2026-08-30T14:55
21.89387,40.23666,Greece,5,3,0,2026-08-30T14:55
22.44975,40.30152,Greece,5,3,0,2026-08-30T14:55
22.73596,40.76487,Greece,5,3,0,2026-08-30T14:55
21.82614,36.99671,Greece,5,3,0,2026-08-30T14:55
22.33845,39.01711,Greece,5,3,0,2026-08-30T14:55
21.71179,40.38363,Greece,5,3,0,2026-08-30T14:55
22.43367,40.31113,Greece,5,3,0,2026-08-30T14:55
22.60480,38.75714,Greece,5,3,0,2026-08-30T14:55
20.80790,39.61647,Greece,5,3,0,2026-08-30T14:55
22.45784,39.17261,Greece,5,3,0,2026-08-30T14:55
22.64424,40.92415,Greece,5,3,0,2026-08-30T14:55
22.68439,41.43735,Greece,5,3,0,2026-08-30T14:55
22.35561,39.02645,Greece,5,3,0,2026-08-30T14:55
21.82929,40.48217,Greece,5,3,0,2026-08-30T14:55
22.68448,41.45038,Greece,5,3,0,2026-08-30T14:55
21.51640,40.82282,Greece,5,3,0,2026-08-30T14:55
22.89226,40.67864,Greece,5,3,0,2026-08-30T14:55
21.88813,40.42756,Greece,5,3,0,2026-08-30T14:55
23.38858,38.32532,Greece,5,3,0,2026-08-30T14:55
21.89001,40.43681,Greece,5,3,0,2026-08-30T14:55
22.19760,41.95927,Greece,5,3,0,2026-08-30T14:55
21.47849,41.02413,Greece,5,3,0,2026-08-30T14:55
21.04461,41.09995,Greece,5,3,0,2026-08-30T14:55
26.15414,41.73110,Greece,5,3,0,2026-08-30T14:55
23.58073,39.95666,Greece,5,3,0,2026-08-30T14:55
19.41560,40.71349,Greece,5,3,0,2026-08-30T14:55
22.47401,37.17934,Greece,5,3,0,2026-08-30T14:55
22.22670,39.54514,Greece,6,3,0,2026-08-30T14:55
23.38777,38.81993,Greece,6,3,0,2026-08-30T14:55
23.39864,40.05404,Greece,6,3,0,2026-08-30T14:55
23.39783,40.04919,Greece,6,3,0,2026-08-30T14:55
23.10894,40.76748,Greece,6,3,0,2026-08-30T14:55
23.08774,40.78616,Greece,6,3,0,2026-08-30T14:55
23.08711,40.77817,Greece,6,3,0,2026-08-30T14:55
22.58189,41.01389,Greece,6,3,0,2026-08-30T14:55
22.88624,40.97391,Greece,6,3,0,2026-08-30T14:55
22.99988,40.80521,Greece,6,3,0,2026-08-30T14:55
23.00240,40.85749,Greece,6,3,0,2026-08-30T14:55
22.26928,39.47795,Greece,6,3,0,2026-08-30T14:55
23.04758,40.80224,Greece,6,3,0,2026-08-30T14:55
21.15375,38.61799,Greece,6,3,0,2026-08-30T14:55
21.22050,38.68869,Greece,6,3,0,2026-08-30T14:55
21.17801,38.67557,Greece,6,3,0,2026-08-30T14:55
22.58899,37.61799,Greece,6,3,0,2026-08-30T14:55
22.99961,40.79937,Greece,6,3,0,2026-08-30T14:55
23.03330,40.83647,Greece,6,3,0,2026-08-30T14:55
21.15905,38.62374,Greece,6,3,0,2026-08-30T14:55
21.16974,38.69632,Greece,6,3,0,2026-08-30T14:55
22.55503,40.47553,Greece,6,3,0,2026-08-30T14:55
21.14010,38.84715,Greece,6,3,0,2026-08-30T14:55
22.89918,40.97301,Greece,6,3,0,2026-08-30T14:55
21.22032,38.68258,Greece,6,3,0,2026-08-30T14:55
22.82273,40.78221,Greece,6,3,0,2026-08-30T14:55
22.58522,41.01892,Greece,6,3,0,2026-08-30T14:55
21.24430,38.66587,Greece,6,3,0,2026-08-30T14:55
22.37375,39.71250,Greece,6,3,0,2026-08-30T14:55
19.42324,40.72885,Greece,6,3,0,2026-08-30T14:55
22.91086,40.96304,Greece,6,3,0,2026-08-30T14:55
23.42110,40.06670,Greece,6,3,0,2026-08-30T14:55
26.21549,40.94615,Greece,6,3,0,2026-08-30T14:55
22.19508,39.51981,Greece,6,3,0,2026-08-30T14:55
21.15142,38.66479,Greece,6,3,0,2026-08-30T14:55
22.76084,39.34113,Greece,6,3,0,2026-08-30T14:55
22.81034,40.76856,Greece,6,3,0,2026-08-30T14:55
22.97634,40.80135,Greece,6,3,0,2026-08-30T14:55
22.69158,40.79182,Greece,6,3,0,2026-08-30T14:55
23.26641,40.29128,Greece,6,3,0,2026-08-30T14:55
22.69122,40.75086,Greece,6,3,0,2026-08-30T14:55
22.97832,40.77314,Greece,6,3,0,2026-08-30T14:55
22.85139,40.98559,Greece,6,3,0,2026-08-30T14:55
23.00797,40.79614,Greece,6,3,0,2026-08-30T14:55
22.70739,40.99215,Greece,6,3,0,2026-08-30T14:55
23.20910,38.38910,Greece,6,3,0,2026-08-30T14:55
22.45874,41.34581,Greece,6,3,0,2026-08-30T14:55
23.02710,40.85902,Greece,6,3,0,2026-08-30T14:55
23.37178,40.12518,Greece,6,3,0,2026-08-30T14:55
22.47131,41.14136,Greece,6,3,0,2026-08-30T14:55
24.50770,40.97724,Greece,6,3,0,2026-08-30T14:55
22.70002,39.66040,Greece,6,3,0,2026-08-30T14:55
22.71467,38.72920,Greece,6,3,0,2026-08-30T14:55
26.37045,41.37645,Greece,6,3,0,2026-08-30T14:55
24.90638,40.99062,Greece,6,3,0,2026-08-30T14:55
24.92865,40.98469,Greece,6,3,0,2026-08-30T14:55
22.45523,41.13767,Greece,6,3,0,2026-08-30T14:55
23.78034,40.39935,Greece,6,3,0,2026-08-30T14:55
23.28743,40.30889,Greece,6,3,0,2026-08-30T14:55
25.96208,40.89926,Greece,6,3,0,2026-08-30T14:55
24.93961,40.99350,Greece,6,3,0,2026-08-30T14:55
21.21304,38.70567,Greece,6,3,0,2026-08-30T14:55
26.33353,41.68628,Greece,6,3,0,2026-08-30T14:55
22.66535,40.77673,Greece,6,3,0,2026-08-30T14:55
23.41329,38.34373,Greece,6,3,0,2026-08-30T14:55
25.34592,41.10435,Greece,6,3,0,2026-08-30T14:55
22.91400,38.93581,Greece,6,3,0,2026-08-30T14:55
22.80342,41.10021,Greece,6,3,0,2026-08-30T14:55
23.16858,38.99016,Greece,6,3,0,2026-08-30T14:55
22.99323,40.85947,Greece,6,3,0,2026-08-30T14:55
26.19366,40.95738,Greece,6,3,0,2026-08-30T14:55
23.04830,40.33108,Greece,6,3,0,2026-08-30T14:55
22.75527,39.65950,Greece,6,3,0,2026-08-30T14:55
22.05602,39.81850,Greece,6,3,0,2026-08-30T14:55
23.03761,40.37474,Greece,6,3,0,2026-08-30T14:55
22.80459,40.81222,Greece,6,3,0,2026-08-30T14:55
22.80306,38.61826,Greece,6,3,0,2026-08-30T14:55
23.20712,40.27269,Greece,6,3,0,2026-08-30T14:55
21.15654,38.69282,Greece,6,3,0,2026-08-30T14:55
20.88120,39.12024,Greece,6,3,0,2026-08-30T14:55
23.05468,38.69390,Greece,6,3,0,2026-08-30T14:55
23.76911,40.87348,Greece,6,3,0,2026-08-30T14:55
21.21888,38.70890,Greece,6,3,0,2026-08-30T14:55
22.54749,40.47687,Greece,6,3,0,2026-08-30T14:55
26.21360,40.94058,Greece,6,3,0,2026-08-30T14:55
21.27871,38.49663,Greece,6,3,0,2026-08-30T14:55
22.89397,39.09311,Greece,6,3,0,2026-08-30T14:55
23.36460,38.36808,Greece,6,3,0,2026-08-30T14:55
22.85498,40.73514,Greece,6,3,0,2026-08-30T14:55
21.34339,37.91488,Greece,6,3,0,2026-08-30T14:55
22.99332,40.84725,Greece,6,3,0,2026-08-30T14:55
22.73308,40.74790,Greece,6,3,0,2026-08-30T14:55
22.77440,39.17171,Greece,6,3,0,2026-08-30T14:55
21.61908,40.50553,Greece,6,3,0,2026-08-30T14:55
21.91714,40.28562,Greece,6,3,0,2026-08-30T14:55
22.69975,38.43105,Greece,6,3,0,2026-08-30T14:55
23.03851,40.79335,Greece,6,3,0,2026-08-30T14:55
19.75696,39.76496,Greece,6,3,0,2026-08-30T14:55
23.56483,40.25310,Greece,6,3,0,2026-08-30T14:55
24.87907,41.01676,Greece,6,3,0,2026-08-30T14:55
20.72723,39.06885,Greece,6,3,0,2026-08-30T14:55
23.02809,40.84258,Greece,6,3,0,2026-08-30T14:55
26.26660,40.98307,Greece,6,3,0,2026-08-30T14:55
24.86568,41.04838,Greece,6,3,0,2026-08-30T14:55
22.88526,38.96007,Greece,6,3,0,2026-08-30T14:55
21.75167,40.50769,Greece,6,3,0,2026-08-30T14:55
22.45990,39.14288,Greece,6,3,0,2026-08-30T14:55
22.25635,39.56679,Greece,6,3,0,2026-08-30T14:55
26.45588,41.32632,Greece,6,3,0,2026-08-30T14:55
23.42658,38.34293,Greece,6,3,0,2026-08-30T14:55
22.29048,39.56320,Greece,6,3,0,2026-08-30T14:55
22.66634,41.15474,Greece,6,3,0,2026-08-30T14:55
26.20929,40.94436,Greece,6,3,0,2026-08-30T14:55
21.25598,38.66479,Greece,6,3,0,2026-08-30T14:55
22.72077,38.72992,Greece,6,3,0,2026-08-30T14:55
22.49943,40.32668,Greece,6,3,0,2026-08-30T14:55
21.66750,40.61189,Greece,6,3,0,2026-08-30T14:55
23.34968,38.39503,Greece,6,3,0,2026-08-30T14:55
21.51541,37.83978,Greece,6,3,0,2026-08-30T14:55
21.17082,38.65662,Greece,6,3,0,2026-08-30T14:55
22.04237,39.25175,Greece,6,3,0,2026-08-30T14:55
24.47393,40.95756,Greece,6,3,0,2026-08-30T14:55
21.23469,37.89565,Greece,6,3,0,2026-08-30T14:55
21.64630,40.41354,Greece,6,3,0,2026-08-30T14:55
22.77737,41.07488,Greece,6,3,0,2026-08-30T14:55
22.04335,39.82039,Greece,6,3,0,2026-08-30T14:55
21.87043,40.06401,Greece,6,3,0,2026-08-30T14:55
21.15510,38.70028,Greece,6,3,0,2026-08-30T14:55
20.46034,39.33997,Greece,6,3,0,2026-08-30T14:55
26.33389,41.66076,Greece,6,3,0,2026-08-30T14:55
20.56401,39.24259,Greece,6,3,0,2026-08-30T14:55
20.53688,39.22804,Greece,6,3,0,2026-08-30T14:55
22.81986,37.73342,Greece,6,3,0,2026-08-30T14:55
21.90376,40.29964,Greece,6,3,0,2026-08-30T14:55
22.27072,39.43231,Greece,6,3,0,2026-08-30T14:55
24.00204,37.77860,Greece,6,3,0,2026-08-30T14:55
22.89352,39.05798,Greece,6,3,0,2026-08-30T14:55
22.28635,39.02241,Greece,6,3,0,2026-08-30T14:55
21.25724,37.88425,Greece,6,3,0,2026-08-30T14:55
19.46034,40.83988,Greece,6,3,0,2026-08-30T14:55
22.18178,41.94068,Greece,6,3,0,2026-08-30T14:55
21.58027,39.87536,Greece,6,3,0,2026-08-30T14:55
24.65206,40.92262,Greece,6,3,0,2026-08-30T14:55
22.30485,39.04083,Greece,6,3,0,2026-08-30T14:55
24.51785,40.97921,Greece,6,3,0,2026-08-30T14:55
22.69697,38.80816,Greece,6,3,0,2026-08-30T14:55
22.10731,39.77718,Greece,6,3,0,2026-08-30T14:55
23.46170,40.28598,Greece,6,3,0,2026-08-30T14:55
23.45649,38.34382,Greece,6,3,0,2026-08-30T14:55
22.50284,40.31590,Greece,6,3,0,2026-08-30T14:55
23.31492,40.25831,Greece,6,3,0,2026-08-30T14:55
20.95487,38.86655,Greece,6,3,0,2026-08-30T14:55
23.73003,38.10622,Greece,6,3,0,2026-08-30T14:55
22.51874,40.07847,Greece,6,3,0,2026-08-30T14:55
22.10911,40.70990,Greece,6,3,0,2026-08-30T14:55
23.07723,40.63893,Greece,6,3,0,2026-08-30T14:55
25.65683,40.91229,Greece,6,3,0,2026-08-30T14:55
22.83845,41.42864,Greece,6,3,0,2026-08-30T14:55
23.45766,40.27412,Greece,6,3,0,2026-08-30T14:55
22.88975,38.95055,Greece,6,3,0,2026-08-30T14:55
23.37690,38.42943,Greece,6,3,0,2026-08-30T14:55
23.29381,38.29837,Greece,6,3,0,2026-08-30T14:55
20.45882,39.35434,Greece,6,3,0,2026-08-30T14:55
23.35615,38.40617,Greece,6,3,0,2026-08-30T14:55
22.39388,39.08637,Greece,6,3,0,2026-08-30T14:55
23.78133,40.38929,Greece,6,3,0,2026-08-30T14:55
23.83639,38.26864,Greece,6,3,0,2026-08-30T14:55
22.26353,39.43384,Greece,6,3,0,2026-08-30T14:55
23.86361,37.99384,Greece,6,3,0,2026-08-30T14:55
22.68691,38.42000,Greece,6,3,0,2026-08-30T14:55
22.29300,39.04514,Greece,6,3,0,2026-08-30T14:55
19.42153,40.71538,Greece,6,3,0,2026-08-30T14:55
23.46036,38.26199,Greece,6,3,0,2026-08-30T14:55
22.63112,38.63937,Greece,6,3,0,2026-08-30T14:55
23.88122,38.45495,Greece,6,3,0,2026-08-30T14:55
23.14487,38.96761,Greece,6,3,0,2026-08-30T14:55
22.37699,38.50938,Greece,6,3,0,2026-08-30T14:55
22.85813,36.77761,Greece,6,3,0,2026-08-30T14:55
24.81340,40.94831,Greece,6,3,0,2026-08-30T14:55
22.27269,39.44112,Greece,6,3,0,2026-08-30T14:55
22.64163,39.93923,Greece,6,3,0,2026-08-30T14:55
23.71422,38.28067,Greece,6,3,0,2026-08-30T14:55
24.48354,40.96286,Greece,6,3,0,2026-08-30T14:55
23.60642,38.35407,Greece,6,3,0,2026-08-30T14:55
22.53716,40.46636,Greece,6,3,0,2026-08-30T14:55
21.77799,39.62500,Greece,6,3,0,2026-08-30T14:55
23.36496,40.13309,Greece,6,3,0,2026-08-30T14:55
23.42685,38.31005,Greece,6,3,0,2026-08-30T14:55
24.81232,41.08584,Greece,6,3,0,2026-08-30T14:55
21.91678,39.29712,Greece,6,3,0,2026-08-30T14:55
22.43053,38.81544,Greece,6,3,0,2026-08-30T14:55
22.20811,39.51469,Greece,6,3,0,2026-08-30T14:55
23.18484,38.52385,Greece,6,3,0,2026-08-30T14:55
26.30595,41.14917,Greece,6,3,0,2026-08-30T14:55
21.70550,37.59400,Greece,6,3,0,2026-08-30T14:55
22.52404,38.69830,Greece,6,3,0,2026-08-30T14:55
23.46970,38.08062,Greece,6,3,0,2026-08-30T14:55
23.57947,38.61179,Greece,6,3,0,2026-08-30T14:55
21.45478,37.66093,Greece,6,3,0,2026-08-30T14:55
23.42047,40.08171,Greece,6,3,0,2026-08-30T14:55
23.66957,38.25516,Greece,6,3,0,2026-08-30T14:55
22.57453,36.81130,Greece,6,3,0,2026-08-30T14:55
22.68628,36.91784,Greece,6,3,0,2026-08-30T14:55
19.80215,39.63713,Greece,6,3,0,2026-08-30T14:55
24.79265,41.05512,Greece,6,3,0,2026-08-30T14:55
22.43969,40.24664,Greece,6,3,0,2026-08-30T14:55
20.68896,39.09131,Greece,6,3,0,2026-08-30T14:55
23.05558,38.68465,Greece,6,3,0,2026-08-30T14:55
21.94697,40.31212,Greece,6,3,0,2026-08-30T14:55
21.77817,37.63380,Greece,6,3,0,2026-08-30T14:55
22.51506,40.39396,Greece,6,3,0,2026-08-30T14:55
22.84896,39.13255,Greece,6,3,0,2026-08-30T14:55
22.74233,38.78921,Greece,6,3,0,2026-08-30T14:55
23.33864,40.15061,Greece,6,3,0,2026-08-30T14:55
22.77189,38.50759,Greece,6,3,0,2026-08-30T14:55
23.34474,40.13695,Greece,6,3,0,2026-08-30T14:55
22.27781,39.64360,Greece,7,3,0,2026-08-30T14:55
22.79147,38.89243,Greece,7,3,0,2026-08-30T14:55
22.61630,38.81203,Greece,7,3,0,2026-08-30T14:55
22.79138,38.56247,Greece,7,3,0,2026-08-30T14:55
23.03572,40.38102,Greece,7,3,0,2026-08-30T14:55
22.87690,38.94102,Greece,7,3,0,2026-08-30T14:55
19.39054,40.77691,Greece,7,3,0,2026-08-30T14:55
22.45667,39.75714,Greece,7,3,0,2026-08-30T14:55
23.02108,40.40321,Greece,7,3,0,2026-08-30T14:55
22.82812,38.61368,Greece,7,3,0,2026-08-30T14:55
20.55646,39.26271,Greece,7,3,0,2026-08-30T14:55
22.06411,39.31338,Greece,7,3,0,2026-08-30T14:55
22.70694,40.72131,Greece,7,3,0,2026-08-30T14:55
23.03429,40.36863,Greece,7,3,0,2026-08-30T14:55
23.86873,41.03365,Greece,7,3,0,2026-08-30T14:55
22.35067,39.79317,Greece,7,3,0,2026-08-30T14:55
22.64091,39.70244,Greece,7,3,0,2026-08-30T14:55
23.68422,38.29738,Greece,7,3,0,2026-08-30T14:55
22.98623,40.79084,Greece,7,3,0,2026-08-30T14:55
20.55044,39.26190,Greece,7,3,0,2026-08-30T14:55
22.19616,39.48693,Greece,7,3,0,2026-08-30T14:55
22.04353,39.79335,Greece,7,3,0,2026-08-30T14:55
22.58666,41.02970,Greece,7,3,0,2026-08-30T14:55
22.63220,40.92262,Greece,7,3,0,2026-08-30T14:55
22.21691,39.74421,Greece,7,3,0,2026-08-30T14:55
21.22849,38.67369,Greece,7,3,0,2026-08-30T14:55
24.71997,41.03194,Greece,7,3,0,2026-08-30T14:55
22.40502,39.78194,Greece,7,3,0,2026-08-30T14:55
21.17010,38.64772,Greece,7,3,0,2026-08-30T14:55
23.05037,40.78527,Greece,7,3,0,2026-08-30T14:55
24.67236,41.02323,Greece,7,3,0,2026-08-30T14:55
22.26281,39.56652,Greece,7,3,0,2026-08-30T14:55
23.72015,40.39126,Greece,7,3,0,2026-08-30T14:55
23.16337,38.94049,Greece,7,3,0,2026-08-30T14:55
22.67685,39.66165,Greece,7,3,0,2026-08-30T14:55
22.16804,39.31445,Greece,7,3,0,2026-08-30T14:55
21.15043,38.64647,Greece,7,3,0,2026-08-30T14:55
22.58684,41.05090,Greece,7,3,0,2026-08-30T14:55
20.86396,39.13012,Greece,7,3,0,2026-08-30T14:55
22.37726,39.65285,Greece,7,3,0,2026-08-30T14:55
22.32318,39.03364,Greece,7,3,0,2026-08-30T14:55
22.45209,40.20729,Greece,7,3,0,2026-08-30T14:55
23.24656,38.56337,Greece,7,3,0,2026-08-30T14:55
22.98030,38.39575,Greece,7,3,0,2026-08-30T14:55
21.90331,40.29335,Greece,7,3,0,2026-08-30T14:55
23.01201,40.85264,Greece,7,3,0,2026-08-30T14:55
23.67874,40.37842,Greece,7,3,0,2026-08-30T14:55
22.36630,39.02708,Greece,7,3,0,2026-08-30T14:55
21.16902,38.66174,Greece,7,3,0,2026-08-30T14:55
22.96305,38.70926,Greece,7,3,0,2026-08-30T14:55
23.14128,40.33620,Greece,7,3,0,2026-08-30T14:55
22.86055,39.36485,Greece,7,3,0,2026-08-30T14:55
23.14532,38.49995,Greece,7,3,0,2026-08-30T14:55
22.87079,39.10353,Greece,7,3,0,2026-08-30T14:55
